resolver,stage,model,inst_id,prompt_tokens,completion_tokens,usd,latency_ms,provider
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Jumanah Essa-Hadad,767,15,0.004210,2497.7,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Martin Lambie-Nairn,724,13,0.003945,1649.1,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Lord William Hamilton,748,12,0.004040,1935.9,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Eliezer Calo,762,12,0.004110,2054.1,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Denis Poix-Daude,675,16,0.003775,1844.2,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Michael Mylonas,757,12,0.004085,1817.6,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,François Carquet,684,9,0.003645,2230.6,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Wenqing He,565,19,0.003300,2300.5,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Gomorrah,740,19,0.004175,1740.0,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Reconfiguration of hardware components of an integrated circuit,716,14,0.003930,1943.0,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Guy Avenia,718,9,0.003815,2298.9,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Wuilmen Bravo,693,13,0.003790,2040.1,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Marie Joseph Jean Baptiste Paul Bouchet,735,18,0.004125,1831.4,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Shinzu,739,13,0.004020,1850.8,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Luwamo Garcia,673,18,0.003815,2715.6,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Jared Carter,692,15,0.003835,1656.9,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Carlos Moorhead,729,11,0.003920,1669.1,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,New York News,723,11,0.003890,1809.1,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Hedda Heuser-Schreiber,745,19,0.004200,1687.9,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Ydnekatchew Tessema,749,11,0.004020,4687.0,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Chunguan Zhang,768,16,0.004240,2122.7,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Sander van de Hoef,649,12,0.003545,1623.8,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Katie Hurley,737,12,0.003985,1952.2,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Viktor Kruglov,732,12,0.003960,2192.8,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Dorian Owen,644,18,0.003670,2241.3,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Wong Chin Hung,691,14,0.003805,1662.6,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Amber Brian,571,11,0.003130,1823.0,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Taylor Beck,618,12,0.003390,1727.4,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Pierre Langlois,660,9,0.003525,1752.0,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,John Fenn,729,15,0.004020,2406.8,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Fábio A L de Souza,761,16,0.004205,1780.9,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,George Samuel Parsons,689,10,0.003695,2071.8,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,David Poeppel,734,12,0.003970,2221.6,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Mission Terra,711,9,0.003780,1566.7,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Birgitta Larsson,691,16,0.003855,1901.2,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Stanisław Sienkiewicz,652,22,0.003810,2059.2,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Yordanis Enríquez Canto,785,19,0.004400,1951.4,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Manuel Garber,749,16,0.004145,2187.0,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Gladys Liu,714,9,0.003795,1805.0,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Ewa Śnieżyńska-Stolot,724,11,0.003895,1666.5,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Supergirl: Woman of Tomorrow,758,9,0.004015,1763.1,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Jack Collison,754,15,0.004145,1823.7,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Tomasz Jodłowiec,759,22,0.004345,1729.7,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Fritz Renner,753,15,0.004140,1952.5,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Molly M Fuentes,683,11,0.003690,2013.3,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Erol Sayan,710,14,0.003900,2083.1,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Thomas McCollum,696,11,0.003755,2431.8,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Jeff Reinert,755,11,0.004050,1944.2,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Anatolii Hirshfeld,748,13,0.004065,1803.7,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,MiSafra LeSayfa,771,9,0.004080,1687.4,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Hunslet Penrhyn Port Class,734,16,0.004070,1909.5,Amazon Bedrock
