resolver,model_tier,model,inst_id,conflict_type,n_sources,correct,misled,abstained,chosen_source,pred_object,gold_object,usd,judged
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Jumanah Essa-Hadad,temporal_conflict,2,1,0,0,,Azrieli Faculty of Medicine,The Azrieli Faculty of Medicine,0.0,0
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Martin Lambie-Nairn,temporal_conflict,2,1,0,0,,Prince Philip Designers Prize,Prince Philip Designers Prize,0.0,0
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Lord William Hamilton,temporal_conflict,2,1,0,0,,"Frances Vane, Viscountess Vane","Frances Vane, Viscountess Vane",0.0,0
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Eliezer Calo,temporal_conflict,2,1,0,0,,Massachusetts Institute of Technology,Massachusetts Institute of Technology,0.0,0
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Denis Poix-Daude,temporal_conflict,2,1,0,0,,conseiller municipal de Jougne,conseiller municipal de Jougne,0.0,0
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Michael Mylonas,temporal_conflict,2,1,0,0,,King's Counsel,King's Counsel,0.0,0
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,François Carquet,temporal_conflict,2,1,0,0,,France,France,0.0,0
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Wenqing He,temporal_conflict,2,1,0,0,,"The Chinese University of Hong Kong, Shenzhen","The Chinese University of Hong Kong, Shenzhen",0.0,0
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Gomorrah,temporal_conflict,2,1,0,0,,Broadcast Film Critics Association Award for Best Foreign Language Film,Broadcast Film Critics Association Award for Best Foreign Language Film,0.0,0
llm_judge,frontier-gemflash,openrouter/google/gemini-3-flash-preview,Reconfiguration of hardware components of an integrated circuit,temporal_conflict,2,0,0,0,,US patent 11256840,filing,0.0,0
