resolver,model_tier,model,inst_id,conflict_type,n_sources,correct,misled,abstained,judged,chosen_source,pred_object,gold_object,conflict_object,usd
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jumanah Essa-Hadad,mixed,3,1,0,0,,,Azrieli Faculty of Medicine,The Azrieli Faculty of Medicine,National Library of Russia,0.00911
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Martin Lambie-Nairn,mixed,3,1,0,0,,,Prince Philip Designers Prize,Prince Philip Designers Prize,GLAAD Stephen F. Kolzak Award,0.009835
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Lord William Hamilton,mixed,3,0,1,0,,,Mary Hamilton Victoria Ignatia Bowlby,"Frances Vane, Viscountess Vane",Mary Hamilton Victoria Ignatia Bowlby,0.00964
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Eliezer Calo,mixed,3,0,1,0,,,Yong Loo Lin School of Medicine,Massachusetts Institute of Technology,Yong Loo Lin School of Medicine,0.009775
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Denis Poix-Daude,mixed,3,1,0,0,,,conseiller municipal de Jougne,conseiller municipal de Jougne,dean,0.00896
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Michael Mylonas,mixed,3,1,0,0,,,King's Counsel,King's Counsel,member of the European Parliament,0.009585
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,François Carquet,mixed,3,1,0,0,,,France,France,Ayutthaya Kingdom,0.00892
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Wenqing He,mixed,3,1,0,0,,,"The Chinese University of Hong Kong, Shenzhen","The Chinese University of Hong Kong, Shenzhen",Memorial Sloan Kettering Cancer Center,0.00871
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Gomorrah,mixed,3,1,0,0,,,Broadcast Film Critics Association Award for Best Foreign Language Film,Broadcast Film Critics Association Award for Best Foreign Language Film,Locus Award for Best Fantasy Novel,0.00963
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Reconfiguration of hardware components of an integrated circuit,mixed,3,0,0,0,,,US patent 11256840,filing,construction,0.009745
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Guy Avenia,mixed,3,0,1,0,,,pensioner,anciennes professions intermédiaires,pensioner,0.00929
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Wuilmen Bravo,mixed,3,1,1,0,1,,Grays Athletic F.C.,JHS Aves,Grays Athletic F.C.,0.009605
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Marie Joseph Jean Baptiste Paul Bouchet,mixed,3,0,0,0,,,Vicar Apostolic of Pondicherry,sub-prefect of Saint-Affrique,vicar apostolic,0.00926
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Shinzu,mixed,3,1,0,0,,,Hamamatsu,Hamamatsu,Roman Catholic Diocese of Tui-Vigo,0.00973
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Luwamo Garcia,mixed,3,0,1,0,,,Vale of Leithen F.C.,Ethnikos Asteras F.C.,Vale of Leithen F.C.,0.00912
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Jared Carter,mixed,3,0,1,0,,,Pittsburgh Riverhounds SC,Kentucky Wildcats men's basketball,Pittsburgh Riverhounds SC,0.00886
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Carlos Moorhead,mixed,3,1,0,0,1,,member of the United States House of Representatives,United States representative,Chief Secretary of South Australia,0.009495
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,New York News,mixed,3,0,0,0,,,New York News,Mary Tyler Moore,Yūka Kouri,0.00868
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Hedda Heuser-Schreiber,mixed,3,1,0,0,1,,Paracelsus Medal,Paracelsus Medal of the German Medical Association,Michigan Notable Books,0.009675
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Ydnekatchew Tessema,mixed,3,1,0,0,,,Saint George SC,Saint George SC,Antigua Hawksbills,0.009585
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Chunguan Zhang,mixed,3,1,0,0,,,Xi'an Shiyou University,Xi'an Shiyou University,Leiden University,0.009855
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Sander van de Hoef,mixed,3,1,0,0,,,University Medical Center Utrecht,University Medical Center Utrecht,Xi'an Jiaotong University,0.008765
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Katie Hurley,mixed,3,1,0,0,,,member of the Alaska House of Representatives,member of the Alaska House of Representatives,assistant resident,0.009595
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Viktor Kruglov,mixed,3,1,0,0,,,FC Torpedo Moscow,FC Torpedo Moscow,Gloria Bistrița,0.009215
llm_judge,frontier-opus45,openrouter/anthropic/claude-opus-4.5,Dorian Owen,mixed,3,1,0,0,,,Life Member of the New Zealand Association of Economists,Life Member of the New Zealand Association of Economists,Male Actor in a Supporting Role,0.00924
