resolver,stage,model,inst_id,prompt_tokens,completion_tokens,usd,latency_ms,provider
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Jumanah Essa-Hadad,1301,16,0.006905,2288.0,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Martin Lambie-Nairn,1354,13,0.007095,2022.1,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Lord William Hamilton,1282,19,0.006885,1947.6,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Eliezer Calo,1291,18,0.006905,2047.3,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Denis Poix-Daude,1213,16,0.006465,1834.8,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Michael Mylonas,1289,12,0.006745,2354.4,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,François Carquet,1230,9,0.006375,1557.8,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Wenqing He,1104,19,0.005995,1813.4,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Gomorrah,1310,19,0.007025,1735.3,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Reconfiguration of hardware components of an integrated circuit,1297,14,0.006835,1947.3,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Guy Avenia,1264,9,0.006545,2511.3,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Wuilmen Bravo,1262,13,0.006635,1654.3,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Marie Joseph Jean Baptiste Paul Bouchet,1279,18,0.006845,1901.0,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Shinzu,1300,13,0.006825,1634.0,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Luwamo Garcia,1185,18,0.006375,1726.6,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Jared Carter,1217,15,0.006460,1825.0,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Carlos Moorhead,1275,11,0.006650,2433.8,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,New York News,1143,11,0.005990,2006.8,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Hedda Heuser-Schreiber,1316,14,0.006930,1776.1,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Ydnekatchew Tessema,1307,11,0.006810,1581.9,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Chunguan Zhang,1336,16,0.007080,1956.1,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Sander van de Hoef,1218,12,0.006390,1690.4,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Katie Hurley,1291,15,0.006830,1892.7,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Viktor Kruglov,1262,12,0.006610,2075.2,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Dorian Owen,1200,18,0.006450,2226.9,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Wong Chin Hung,1226,14,0.006480,1838.6,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Amber Brian,1042,11,0.005485,1840.7,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Taylor Beck,1138,12,0.005990,2098.0,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Pierre Langlois,1215,9,0.006300,2010.2,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,John Fenn,1127,15,0.006010,2138.4,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Fábio A L de Souza,1260,16,0.006700,2028.0,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,George Samuel Parsons,1297,10,0.006735,1963.2,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,David Poeppel,1213,12,0.006365,2057.0,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Mission Terra,1280,9,0.006625,1615.2,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Birgitta Larsson,1040,16,0.005600,1766.2,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Stanisław Sienkiewicz,1208,22,0.006590,2738.8,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Yordanis Enríquez Canto,1354,19,0.007245,1838.6,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Manuel Garber,1315,16,0.006975,1848.9,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Gladys Liu,1276,9,0.006605,1574.5,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Ewa Śnieżyńska-Stolot,1234,11,0.006445,2462.7,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Supergirl: Woman of Tomorrow,1305,9,0.006750,2003.2,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Jack Collison,1334,15,0.007045,1771.4,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Tomasz Jodłowiec,1184,22,0.006470,1939.9,Amazon Bedrock
llm_judge,adjudicate,openrouter/anthropic/claude-opus-4.5,Fritz Renner,1298,11,0.006765,1547.0,Amazon Bedrock
